AccidentYear,STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,COUNTYNAME,CITYNAME,DAY,MONTH,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTENAME,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDENAME,LONGITUDNAME,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS,NOT_HOUR,NOT_HOURNAME,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MNNAME,FATALS,DRUNK_DR
2018,4,Arizona,40313,2,2,0,0,2,2,0,15,MOHAVE (15),NOT APPLICABLE,27,4,2018,6,Friday,17,5:00pm-5:59pm,51,This section IS NOT on the NHS,4,County Road,CR-OATMAN RD,,1,Rural,6,Minor Collector,2,County Highway Agency,0,None,34.82947222,-114.466675,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,4,On Roadside,1,Daylight,1,Clear,0,17,5:00pm-5:59pm,56,18,6:00pm-6:59pm,5,99,Unknown,Unknown EMS Hospital Arrival Time,1,1
2018,4,Arizona,40314,1,1,0,0,1,1,0,17,NAVAJO (17),NOT APPLICABLE,28,4,2018,7,Saturday,18,6:00pm-6:59pm,19,This section IS NOT on the NHS,4,County Road,CR-LITTLE MORMON LAKE RD,,1,Rural,6,Minor Collector,2,County Highway Agency,0,None,34.27477222,-109.9677,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,4,On Roadside,1,Daylight,1,Clear,0,19,7:00pm-7:59pm,18,99,Unknown EMS Scene Arrival Hour,Unknown if Arrived,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,1
2018,4,Arizona,40315,2,2,0,0,3,3,0,13,MARICOPA (13),GOODYEAR,2,3,2018,6,Friday,16,4:00pm-4:59pm,49,This section IS NOT on the NHS,6,Local Street - Municipality,INDIAN SCHOOL RD,SARIVAL AVE,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,33.49376944,-112.40954167,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2018,4,Arizona,40316,1,1,0,1,1,1,1,15,MOHAVE (15),KINGMAN,5,4,2018,5,Thursday,11,11:00am-11:59am,7,This section IS ON the NHS,2,U.S. Highway,US-93 BEALE ST,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,717,717,35.195625,-114.07455556,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,11,11:00am-11:59am,7,11,11:00am-11:59am,12,11,11:00am-11:59am,20,1,0
2018,4,Arizona,40317,1,1,0,1,1,1,1,13,MARICOPA (13),PHOENIX,29,4,2018,1,Sunday,20,8:00pm-8:59pm,6,This section IS NOT on the NHS,6,Local Street - Municipality,91ST AVE,MCDOWELL RD,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,33.4651,-112.25526111,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,20,8:00pm-8:59pm,7,20,8:00pm-8:59pm,8,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2018,4,Arizona,40319,1,1,0,0,2,2,0,19,PIMA (19),TUCSON,3,4,2018,3,Tuesday,99,Unknown Hours,Unknown Minutes,This section IS NOT on the NHS,6,Local Street - Municipality,PARK AVE,,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,None,Reported as Unknown,Reported as Unknown,No Special Jurisdiction,5,Fell/Jumped from Vehicle,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,9,Reported as Unknown,98,Not Reported,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,Unknown EMS Hospital Arrival Time,1,0
2018,4,Arizona,40320,2,2,0,0,2,2,0,13,MARICOPA (13),PHOENIX,3,4,2018,3,Tuesday,9,9:00am-9:59am,0,This section IS NOT on the NHS,6,Local Street - Municipality,23RD AVE,MELINDA LN,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,None,33.68193056,-112.10863611,No Special Jurisdiction,12,Motor Vehicle In-Transport,99,Reported as Unknown,0,No,2,Intersection,3,T-Intersection,None,1,On Roadway,1,Daylight,98,Not Reported,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2018,4,Arizona,40321,1,1,0,1,1,1,1,13,MARICOPA (13),PHOENIX,5,4,2018,5,Thursday,22,10:00pm-10:59pm,43,This section IS NOT on the NHS,6,Local Street - Municipality,GLENDALE AVE,,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,33.53863056,-112.10038889,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,22,10:00pm-10:59pm,44,22,10:00pm-10:59pm,47,23,11:00pm-11:59pm,0,1,0
2018,4,Arizona,40322,1,1,0,0,1,1,0,13,MARICOPA (13),PHOENIX,6,4,2018,6,Friday,21,9:00pm-9:59pm,56,This section IS NOT on the NHS,6,Local Street - Municipality,UNION HILLS DR,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,Reported as Unknown,Reported as Unknown,No Special Jurisdiction,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,4,On Roadside,6,Dark - Unknown Lighting,98,Not Reported,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,Unknown EMS Hospital Arrival Time,1,0
2018,4,Arizona,40323,2,2,0,0,3,3,0,13,MARICOPA (13),PHOENIX,7,4,2018,7,Saturday,2,2:00am-2:59am,5,This section IS NOT on the NHS,6,Local Street - Municipality,75TH AVE,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,33.42808056,-112.22123333,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,8,Driveway Access Related,1,Not an Intersection,None,1,On Roadway,6,Dark - Unknown Lighting,98,Not Reported,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,Unknown EMS Hospital Arrival Time,1,1
2018,4,Arizona,40324,1,1,0,1,1,1,1,13,MARICOPA (13),PHOENIX,7,4,2018,7,Saturday,20,8:00pm-8:59pm,7,This section IS NOT on the NHS,6,Local Street - Municipality,HIGHLAND AVE,,2,Urban,7,Local,98,Not Reported,0,None,Reported as Unknown,Reported as Unknown,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,6,Dark - Unknown Lighting,98,Not Reported,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,1
2018,4,Arizona,40325,1,1,0,1,1,1,1,13,MARICOPA (13),PHOENIX,8,4,2018,1,Sunday,20,8:00pm-8:59pm,21,This section IS NOT on the NHS,6,Local Street - Municipality,CAMELBACK RD,31ST AVE,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,33.50949722,-112.12575278,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,20,8:00pm-8:59pm,23,20,8:00pm-8:59pm,27,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2018,4,Arizona,40326,1,1,0,1,1,1,1,17,NAVAJO (17),NOT APPLICABLE,9,4,2018,2,Monday,99,Unknown Hours,Unknown Minutes,This section IS NOT on the NHS,8,Other,CIBECUE RD,,1,Rural,7,Local,62,Bureau of Indian Affairs,0,None,Reported as Unknown,Reported as Unknown,Indian Reservation,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,99,Reported as Unknown,99,Reported as Unknown,None,98,Not Reported,9,Reported as Unknown,98,Not Reported,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2018,4,Arizona,40327,1,1,0,1,0,0,1,17,NAVAJO (17),NOT APPLICABLE,10,4,2018,3,Tuesday,23,11:00pm-11:59pm,5,This section IS NOT on the NHS,8,Other,TALL MOUNTAIN RD,,1,Rural,7,Local,98,Not Reported,0,None,Reported as Unknown,Reported as Unknown,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,6,Dark - Unknown Lighting,98,Not Reported,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2018,4,Arizona,40328,2,2,0,0,2,2,0,13,MARICOPA (13),PHOENIX,11,4,2018,4,Wednesday,23,11:00pm-11:59pm,15,This section IS ON the NHS,6,Local Street - Municipality,51ST AVE,ROOSEVELT ST,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,33.45859722,-112.16920833,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,23,11:00pm-11:59pm,16,23,11:00pm-11:59pm,22,23,11:00pm-11:59pm,37,1,0
2018,4,Arizona,40329,1,1,0,0,1,1,0,13,MARICOPA (13),PHOENIX,12,4,2018,5,Thursday,20,8:00pm-8:59pm,30,This section IS NOT on the NHS,6,Local Street - Municipality,EQUESTRIAN TRL,,2,Urban,7,Local,98,Not Reported,0,None,33.33572222,-112.00368611,No Special Jurisdiction,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,4,On Roadside,3,Dark - Lighted,1,Clear,0,20,8:00pm-8:59pm,30,20,8:00pm-8:59pm,35,20,8:00pm-8:59pm,59,1,1
2018,4,Arizona,40330,3,3,0,0,3,3,0,13,MARICOPA (13),NOT APPLICABLE,13,4,2018,6,Friday,13,1:00pm-1:59pm,18,This section IS NOT on the NHS,4,County Road,CR-OLD US-80,WILSON AVE,1,Rural,5,Major Collector,2,County Highway Agency,0,None,33.34828889,-112.65987222,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,2,Intersection,2,Four-Way Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,13,1:00pm-1:59pm,21,13,1:00pm-1:59pm,30,99,Unknown,Unknown EMS Hospital Arrival Time,1,1
2018,4,Arizona,40331,1,1,0,1,1,1,1,13,MARICOPA (13),PHOENIX,15,4,2018,1,Sunday,21,9:00pm-9:59pm,12,This section IS NOT on the NHS,6,Local Street - Municipality,BROADWAY RD,19TH PL,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,33.40679722,-112.04071111,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,2,Intersection,3,T-Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,21,9:00pm-9:59pm,16,21,9:00pm-9:59pm,20,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2018,4,Arizona,40332,2,2,0,0,3,3,0,13,MARICOPA (13),PEORIA,20,4,2018,6,Friday,20,8:00pm-8:59pm,18,This section IS ON the NHS,6,Local Street - Municipality,NORTHERN AVE,,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,33.55091944,-112.30154722,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,20,8:00pm-8:59pm,34,20,8:00pm-8:59pm,40,99,Unknown,Unknown EMS Hospital Arrival Time,1,1
2018,4,Arizona,40333,3,3,0,0,5,5,0,13,MARICOPA (13),PHOENIX,21,4,2018,7,Saturday,1,1:00am-1:59am,18,This section IS NOT on the NHS,6,Local Street - Municipality,MCDOWELL RD,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,33.46598889,-112.18049444,No Special Jurisdiction,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,1,1:00am-1:59am,19,1,1:00am-1:59am,25,1,1:00am-1:59am,48,1,1
2018,4,Arizona,40334,1,1,0,1,1,1,1,13,MARICOPA (13),GLENDALE,24,4,2018,3,Tuesday,4,4:00am-4:59am,30,This section IS NOT on the NHS,6,Local Street - Municipality,55TH AVE,,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,None,Reported as Unknown,Reported as Unknown,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,99,Reported as Unknown,99,Reported as Unknown,None,99,Reported as Unknown,6,Dark - Unknown Lighting,98,Not Reported,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,Unknown EMS Hospital Arrival Time,1,0
2018,4,Arizona,40335,1,1,0,1,1,1,1,13,MARICOPA (13),TEMPE,26,4,2018,5,Thursday,12,12:00pm-12:59pm,57,This section IS ON the NHS,6,Local Street - Municipality,RURAL RD,LA JOLLA DR,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,33.38948889,-111.92639167,No Special Jurisdiction,15,Non-Motorist on Personal Conveyance,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,12,12:00pm-12:59pm,58,13,1:00pm-1:59pm,3,13,1:00pm-1:59pm,13,1,0
2018,4,Arizona,40336,1,1,0,0,1,1,0,1,APACHE (1),NOT APPLICABLE,27,4,2018,6,Friday,2,2:00am-2:59am,7,This section IS NOT on the NHS,5,Local Street - Township,LAKE RD,,1,Rural,7,Local,98,Not Reported,0,None,36.36635556,-109.62264167,Indian Reservation,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,99,Reported as Unknown,99,Reported as Unknown,None,99,Reported as Unknown,6,Dark - Unknown Lighting,98,Not Reported,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2018,4,Arizona,40337,1,1,0,1,2,2,1,13,MARICOPA (13),PHOENIX,27,4,2018,6,Friday,20,8:00pm-8:59pm,2,This section IS NOT on the NHS,6,Local Street - Municipality,UNION HILLS DR,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,33.53864722,-112.100525,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,20,8:00pm-8:59pm,3,20,8:00pm-8:59pm,5,20,8:00pm-8:59pm,27,1,0
2018,4,Arizona,40338,2,2,0,0,2,2,0,13,MARICOPA (13),PHOENIX,28,4,2018,7,Saturday,15,3:00pm-3:59pm,45,This section IS NOT on the NHS,6,Local Street - Municipality,40TH ST,THUNDERBIRD RD,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,33.611875,-111.99594722,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,None,1,On Roadway,1,Daylight,98,Not Reported,0,15,3:00pm-3:59pm,46,15,3:00pm-3:59pm,50,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2018,4,Arizona,40339,1,1,0,0,1,1,0,23,SANTA CRUZ (23),NOT APPLICABLE,28,4,2018,7,Saturday,21,9:00pm-9:59pm,25,This section IS NOT on the NHS,4,County Road,CR-CALLE COYOTE,,2,Urban,7,Local,2,County Highway Agency,0,None,31.45526667,-110.91188611,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,21,9:00pm-9:59pm,25,21,9:00pm-9:59pm,34,99,Unknown,Unknown EMS Hospital Arrival Time,1,1
2018,4,Arizona,40340,1,1,0,0,2,2,0,13,MARICOPA (13),NOT APPLICABLE,29,4,2018,1,Sunday,12,12:00pm-12:59pm,55,This section IS NOT on the NHS,5,Local Street - Township,309TH AVE,LOWER RIVER RD,1,Rural,7,Local,98,Not Reported,0,None,33.36263611,-112.71463333,No Special Jurisdiction,58,Ground,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,10,L-Intersection,None,4,On Roadside,1,Daylight,10,Cloudy,0,13,1:00pm-1:59pm,10,13,1:00pm-1:59pm,10,88,Not Applicable (Not Transported),Not Applicable (Not Transported),2,1
2018,4,Arizona,40341,2,2,0,0,2,2,0,13,MARICOPA (13),TOLLESON,30,4,2018,2,Monday,5,5:00am-5:59am,54,This section IS NOT on the NHS,6,Local Street - Municipality,BUCKEYE RD,107TH AVE,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,33.43544722,-112.28975,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,5,5:00am-5:59am,54,6,6:00am-6:59am,0,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2018,4,Arizona,40342,1,1,0,0,1,1,0,17,NAVAJO (17),NOT APPLICABLE,1,5,2018,3,Tuesday,4,4:00am-4:59am,27,This section IS NOT on the NHS,4,County Road,CR-BOURDON RANCH RD,,1,Rural,5,Major Collector,2,County Highway Agency,0,None,34.31050833,-109.95145556,No Special Jurisdiction,11,Live Animal,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2018,4,Arizona,40343,2,2,0,0,2,2,0,13,MARICOPA (13),PEORIA,2,5,2018,4,Wednesday,4,4:00am-4:59am,33,This section IS NOT on the NHS,6,Local Street - Municipality,CACTUS RD,87TH AVE,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,33.59543333,-112.246475,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,None,1,On Roadway,3,Dark - Lighted,10,Cloudy,0,4,4:00am-4:59am,34,4,4:00am-4:59am,38,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,1
2018,4,Arizona,40344,1,1,0,1,1,1,1,13,MARICOPA (13),PHOENIX,3,5,2018,5,Thursday,10,10:00am-10:59am,2,This section IS NOT on the NHS,6,Local Street - Municipality,12TH ST,,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,None,33.53396389,-112.05622222,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,4,On Roadside,1,Daylight,1,Clear,0,10,10:00am-10:59am,4,10,10:00am-10:59am,10,10,10:00am-10:59am,21,2,0
2018,4,Arizona,40345,1,1,0,0,1,1,0,13,MARICOPA (13),PHOENIX,3,5,2018,5,Thursday,13,1:00pm-1:59pm,50,This section IS ON the NHS,3,State Highway,SR-51,,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,137,137,33.63285556,-112.004,No Special Jurisdiction,59,Traffic Sign Support,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,4,On Roadside,1,Daylight,1,Clear,0,13,1:00pm-1:59pm,50,14,2:00pm-2:59pm,0,14,2:00pm-2:59pm,25,1,0
2018,4,Arizona,40346,2,2,0,0,2,2,0,13,MARICOPA (13),PHOENIX,4,5,2018,6,Friday,10,10:00am-10:59am,19,This section IS NOT on the NHS,6,Local Street - Municipality,39TH AVE,IRMA LN,2,Urban,7,Local,98,Not Reported,0,None,33.67354444,-112.14329722,No Special Jurisdiction,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,None,4,On Roadside,1,Daylight,1,Clear,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,Unknown EMS Hospital Arrival Time,1,0
2018,4,Arizona,40347,2,2,0,0,2,2,0,5,COCONINO (5),NOT APPLICABLE,5,5,2018,7,Saturday,10,10:00am-10:59am,1,This section IS NOT on the NHS,3,State Highway,SR-87,,1,Rural,5,Major Collector,1,State Highway Agency,1625,1625,34.45701944,-111.40905556,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,10,10:00am-10:59am,7,10,10:00am-10:59am,32,88,Not Applicable (Not Transported),Not Applicable (Not Transported),2,0
2018,4,Arizona,40348,1,1,0,0,2,2,0,19,PIMA (19),NOT APPLICABLE,5,5,2018,7,Saturday,22,10:00pm-10:59pm,31,This section IS ON the NHS,1,Interstate,I-10,,2,Urban,1,Interstate,1,State Highway Agency,2819,2819,32.00873056,-110.69325278,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,19,Other location within Interchange Area,1,Not an Intersection,None,3,On Median,2,Dark - Not Lighted,1,Clear,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,Unknown EMS Hospital Arrival Time,1,0
2018,4,Arizona,40349,1,1,0,0,2,2,0,13,MARICOPA (13),NOT APPLICABLE,6,5,2018,1,Sunday,17,5:00pm-5:59pm,11,This section IS ON the NHS,1,Interstate,I-8,,1,Rural,1,Interstate,1,State Highway Agency,902,902,32.86262778,-113.172275,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,3,On Median,1,Daylight,1,Clear,0,17,5:00pm-5:59pm,15,17,5:00pm-5:59pm,50,99,Unknown,Unknown EMS Hospital Arrival Time,1,0
2018,4,Arizona,40350,1,1,0,0,1,1,0,19,PIMA (19),NOT APPLICABLE,7,5,2018,2,Monday,6,6:00am-6:59am,30,This section IS ON the NHS,1,Interstate,I-10,,1,Rural,1,Interstate,1,State Highway Agency,2913,2913,31.98186944,-110.53611667,No Special Jurisdiction,21,Bridge Pier or Support,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,19,Other location within Interchange Area,1,Not an Intersection,None,3,On Median,1,Daylight,1,Clear,0,6,6:00am-6:59am,31,6,6:00am-6:59am,32,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2018,4,Arizona,40352,1,1,0,0,1,1,0,15,MOHAVE (15),NOT APPLICABLE,8,5,2018,3,Tuesday,4,4:00am-4:59am,31,This section IS ON the NHS,1,Interstate,I-15,,1,Rural,1,Interstate,1,State Highway Agency,235,235,36.97320556,-113.71354444,No Special Jurisdiction,24,Guardrail Face,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,4,On Roadside,6,Dark - Unknown Lighting,1,Clear,0,9,9:00am-9:59am,36,9,9:00am-9:59am,50,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2018,4,Arizona,40353,1,1,0,1,1,1,1,3,COCHISE (3),SIERRA VISTA,8,5,2018,3,Tuesday,13,1:00pm-1:59pm,36,This section IS NOT on the NHS,6,Local Street - Municipality,BUFFALO SOLDIER TRL,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,31.54409722,-110.30209167,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,13,1:00pm-1:59pm,36,13,1:00pm-1:59pm,43,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2018,4,Arizona,40354,2,2,0,0,5,5,0,13,MARICOPA (13),PHOENIX,8,5,2018,3,Tuesday,17,5:00pm-5:59pm,36,This section IS NOT on the NHS,6,Local Street - Municipality,DOBBINS RD,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,33.36303333,-112.13080278,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,17,5:00pm-5:59pm,39,17,5:00pm-5:59pm,43,18,6:00pm-6:59pm,8,1,0
2018,4,Arizona,40355,1,1,0,0,2,2,0,13,MARICOPA (13),NOT APPLICABLE,9,5,2018,4,Wednesday,16,4:00pm-4:59pm,36,This section IS ON the NHS,1,Interstate,I-10,,2,Urban,1,Interstate,1,State Highway Agency,1350,1350,33.4625,-112.24960833,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,19,Other location within Interchange Area,1,Not an Intersection,None,4,On Roadside,1,Daylight,1,Clear,0,16,4:00pm-4:59pm,38,16,4:00pm-4:59pm,43,17,5:00pm-5:59pm,8,1,0
2018,4,Arizona,40356,2,2,0,0,3,3,0,15,MOHAVE (15),KINGMAN,12,5,2018,7,Saturday,10,10:00am-10:59am,35,This section IS NOT on the NHS,6,Local Street - Municipality,HARRISON ST,DETROIT AVE,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,None,35.21382778,-114.02474167,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,3,Intersection-Related,3,T-Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,10,10:00am-10:59am,36,10,10:00am-10:59am,38,11,11:00am-11:59am,10,1,0
